Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Gregg Jefferies#\jeffegr01,34/5D7,41,142,18,39,2,14,0,16,0.275,0.344,0.373,0.717
Geoff Jenkins*\jenkige01,*7,135,512,100,155,34,94,11,33,0.303,0.36,0.588,0.948
Marcus Jensen#\jensema01,2/D,52,139,16,29,3,14,0,24,0.209,0.325,0.338,0.663
Derek Jeter\jeterde01,*6,148,593,119,201,15,73,22,68,0.339,0.416,0.481,0.896
Jose Jimenez\jimenjo01,1,72,4,0,2,0,1,0,0,0.5,0.5,0.5,1
Brian Johnson\johnsbr01,2,37,125,9,26,4,18,0,4,0.208,0.229,0.352,0.581
Charles Johnson\johnsch04,*2/D,128,421,76,128,31,91,2,52,0.304,0.379,0.582,0.961
Charles Johnson\johnsch04,2/D,84,286,52,84,21,55,2,32,0.294,0.364,0.57,0.934
Charles Johnson\johnsch04,2,44,135,24,44,10,36,0,20,0.326,0.411,0.607,1.019
Jason Johnson\johnsja02,1,2,3,0,0,0,0,0,0,0,0,0,0
Keith Johnson\johnske04,/346,6,4,2,2,0,0,0,2,0.5,0.667,0.5,1.167
Lance Johnson*\johnsla03,/D79,18,30,6,9,0,2,2,0,0.3,0.3,0.333,0.633
Mark Johnson*\johnsma01,2/D,21,22,2,4,1,6,0,5,0.182,0.333,0.318,0.652
Mark Johnson*\johnsma02,/3D7,75,213,29,48,3,23,3,27,0.225,0.315,0.319,0.635
Mike Johnson*\johnsmi02,1,39,22,1,4,0,3,0,1,0.182,0.217,0.182,0.399
Randy Johnson\johnsra05,1,34,83,4,13,0,8,0,3,0.157,0.195,0.181,0.376
Russ Johnson\johnsru01,546,100,230,32,55,2,20,5,27,0.239,0.32,0.3,0.62
Russ Johnson\johnsru01,/654,26,45,4,8,0,3,1,2,0.178,0.213,0.178,0.391
Russ Johnson\johnsru01,546,74,185,28,47,2,17,4,25,0.254,0.344,0.33,0.674
John Johnstone\johnsjo07,1,44,2,0,0,0,0,0,0,0,0,0,0
Andruw Jones\jonesan01,*8,161,656,122,199,36,104,21,59,0.303,0.366,0.541,0.907
Bobby Jones\jonesbo03,1,24,44,4,2,0,0,0,3,0.045,0.125,0.045,0.17
Bobby Jones\jonesbo04,1,10,2,0,1,0,0,0,1,0.5,0.667,0.5,1.167
Chipper Jones#\jonesch06,*5/6,156,579,118,180,36,111,14,95,0.311,0.404,0.566,0.97
Chris Jones\jonesch05,/9,12,16,3,3,0,1,0,1,0.188,0.235,0.313,0.548
Doug Jones\jonesdo01,1,3,0,0,0,0,0,0,0,,,,
Jacque Jones*\jonesja05,*78/9,154,523,66,149,19,76,7,26,0.285,0.319,0.463,0.781
Marcus Jones\jonesma02,/1,1,2,0,0,0,0,0,0,0,0,0,0
Terry Jones#\joneste02,78/9,108,168,30,42,0,13,7,10,0.25,0.292,0.321,0.614
Todd Jones*\jonesto02,1,5,0,0,0,0,0,0,0,,,,
Brian Jordan\jordabr01,*9,133,489,71,129,17,77,10,38,0.264,0.32,0.421,0.742
Kevin Jordan\jordake01,45/3,109,337,30,74,5,36,0,17,0.22,0.257,0.323,0.58
Felix Jose#\josefe01,/97D,20,29,4,7,1,5,0,2,0.241,0.281,0.345,0.626
Wally Joyner*\joynewa01,3/D,119,224,24,63,5,32,0,31,0.281,0.365,0.402,0.767
Mike Judd\juddmi01,/1,1,1,1,1,0,0,0,0,1,1,1,2
David Justice*\justida01,79D/8,146,524,89,150,41,118,2,77,0.286,0.377,0.584,0.961
David Justice*\justida01,79D/8,68,249,46,66,21,58,1,38,0.265,0.361,0.582,0.943
David Justice*\justida01,79D/8,78,275,43,84,20,60,1,39,0.305,0.391,0.585,0.977
Scott Kamieniecki\kamiesc01,1,28,0,0,0,0,0,0,0,,,,
Scott Kamieniecki\kamiesc01,1,2,0,0,0,0,0,0,0,,,,
Scott Kamieniecki\kamiesc01,1,26,0,0,0,0,0,0,0,,,,
Gabe Kapler\kaplega01,*89,116,444,59,134,14,66,8,42,0.302,0.36,0.473,0.833
Matt Karchner\karchma01,1,12,0,0,0,0,0,0,1,,1,,
Scott Karl*\karlsc01,1,15,14,3,4,0,0,0,1,0.286,0.375,0.286,0.661
Scott Karl*\karlsc01,1,15,14,3,4,0,0,0,1,0.286,0.375,0.286,0.661
Eric Karros\karroer01,*3/D,155,584,84,146,31,106,4,63,0.25,0.321,0.459,0.78
Steve Karsay\karsast01,1,3,1,0,0,0,0,0,0,0,0,0,0
Kenny Kelly\kellyke01,/D,2,1,0,0,0,0,0,0,0,0,0,0
Roberto Kelly\kellyro01,/78,10,25,4,3,1,1,0,1,0.12,0.185,0.28,0.465
Jason Kendall\kendaja01,*2,152,579,112,185,14,58,22,79,0.32,0.412,0.47,0.882
Adam Kennedy*\kennead01,*4,156,598,82,159,9,72,22,28,0.266,0.3,0.403,0.703
Jeff Kent\kentje01,*43,159,587,114,196,33,125,12,90,0.334,0.424,0.596,1.021
Brooks Kieschnick*\kiescbr01,/3,14,12,0,0,0,0,0,1,0,0.077,0,0.077
Darryl Kile\kileda01,1,33,73,5,9,0,3,0,10,0.123,0.229,0.137,0.366
Byung-Hyun Kim\kimby01,1,58,3,0,0,0,0,0,1,0,0.25,0,0.25
Ray King*\kingra01,1,35,0,0,0,0,0,0,0,,,,
Gene Kingsale#\kingsge01,8/D,26,88,13,21,0,9,1,2,0.239,0.253,0.284,0.537
Mike Kinkade\kinkami01,/D39,5,9,0,3,0,1,0,0,0.333,0.4,0.444,0.844
Mike Kinkade\kinkami01,/9,2,2,0,0,0,0,0,0,0,0,0,0
Mike Kinkade\kinkami01,/D3,3,7,0,3,0,1,0,0,0.429,0.5,0.571,1.071
Danny Klassen\klassda01,42861,29,76,13,18,2,8,1,8,0.237,0.318,0.355,0.673
Ryan Klesko*\kleskry01,*3/79,145,494,88,140,26,92,23,91,0.283,0.393,0.516,0.909
Steve Kline#\klinest02,1,79,2,0,0,0,0,0,0,0,0,0,0
Chuck Knoblauch\knoblch01,4D,102,400,75,113,5,26,15,46,0.283,0.366,0.385,0.751
Randy Knorr\knorrra01,2,15,34,5,10,2,2,0,0,0.294,0.294,0.529,0.824
Billy Koch\kochbi01,1,3,1,0,0,0,0,0,0,0,0,0,0
Ryan Kohlmeier\kohlmry01,1,1,0,0,0,0,0,0,0,,,,
Brandon Kolb\kolbbr01,1,9,1,1,0,0,0,0,0,0,0,0,0
Paul Konerko\konerpa01,*3/5D,143,524,84,156,21,97,1,47,0.298,0.363,0.481,0.844
Corey Koskie*\koskico01,*5/D,146,474,79,142,9,65,5,77,0.3,0.4,0.441,0.841
Mark Kotsay*\kotsama01,*9/83,152,530,87,158,12,57,19,42,0.298,0.347,0.443,0.791
Chad Kreuter#\kreutch01,2,80,212,32,56,6,28,1,54,0.264,0.416,0.41,0.827
David Lamb#\lambda01,/546,7,5,1,1,0,0,0,1,0.2,0.333,0.2,0.533
Mike Lamb*\lambmi01,*5/D,138,493,65,137,6,47,0,34,0.278,0.328,0.373,0.702
Tom Lampkin*\lampkto01,2/D,36,103,15,26,7,23,0,9,0.252,0.325,0.534,0.859
Ray Lankford*\lankfra01,*7/8D,128,392,73,99,26,65,5,70,0.253,0.367,0.508,0.874
Mike Lansing\lansimi01,*4/5,139,504,72,121,11,60,8,38,0.24,0.292,0.365,0.657
Mike Lansing\lansimi01,4,90,365,62,94,11,47,8,31,0.258,0.315,0.419,0.734
Mike Lansing\lansimi01,42830,49,139,10,27,0,13,0,7,0.194,0.23,0.223,0.453
Yovanny Lara\larayo01,/1,5,0,0,0,0,0,0,0,,,,
Andy Larkin\larkian01,1,2,1,0,0,0,0,0,0,0,0,0,0
Andy Larkin\larkian01,/1,2,1,0,0,0,0,0,0,0,0,0,0
Barry Larkin\larkiba01,6/D,102,396,71,124,11,41,14,48,0.313,0.389,0.487,0.876
Greg LaRocca\larocgr01,/564,13,27,1,6,0,2,0,1,0.222,0.25,0.296,0.546
Jason LaRue\larueja01,2,31,98,12,23,5,12,0,5,0.235,0.299,0.418,0.717
Matt Lawton*\lawtoma02,*97/D8,156,561,84,171,13,88,23,91,0.305,0.405,0.46,0.865
Matt LeCroy\lecroma01,2/3D,56,167,18,29,5,17,0,17,0.174,0.254,0.323,0.577
Ricky Ledee*\ledeeri01,*79D/8,137,467,59,110,13,77,13,59,0.236,0.322,0.381,0.703
Ricky Ledee*\ledeeri01,7D/89,62,191,23,46,7,31,7,26,0.241,0.332,0.419,0.751
Ricky Ledee*\ledeeri01,42925,17,63,13,14,2,8,0,8,0.222,0.31,0.381,0.691
Ricky Ledee*\ledeeri01,97/8,58,213,23,50,4,38,6,25,0.235,0.317,0.347,0.664
Aaron Ledesma\ledesaa01,/53,32,40,4,9,0,3,0,2,0.225,0.279,0.275,0.554
Carlos Lee\leeca01,*7/D,152,572,107,172,24,92,13,38,0.301,0.345,0.484,0.829
David Lee\leeda01,/1,7,0,0,0,0,0,0,0,,,,
Derrek Lee\leede02,*3,158,477,70,134,28,70,0,63,0.281,0.368,0.507,0.875
Travis Lee*\leetr01,397/8,128,404,53,95,9,54,8,65,0.235,0.342,0.366,0.709
Travis Lee*\leetr01,93/8,72,224,34,52,8,40,5,25,0.232,0.308,0.397,0.705
Travis Lee*\leetr01,37,56,180,19,43,1,14,3,40,0.239,0.381,0.328,0.709
Al Leiter*\leiteal01,1,29,58,1,3,0,0,0,4,0.052,0.113,0.052,0.165
Brian Lesher\leshebr01,/3D,5,5,1,4,0,3,1,1,0.8,0.833,1.4,2.233
Curt Leskanic\leskacu01,1,69,2,0,0,0,0,0,0,0,0,0,0
Al Levine*\levinal01,1,4,0,0,0,0,0,0,0,,,,
Allen Levrault\levraal01,/1,5,3,0,0,0,0,0,0,0,0,0,0
Darren Lewis\lewisda01,897/D,97,270,44,65,2,17,10,22,0.241,0.305,0.307,0.612
Mark Lewis\lewisma01,546/D,82,182,20,46,2,24,7,13,0.253,0.305,0.385,0.689
Mark Lewis\lewisma01,/5,11,19,1,2,0,3,0,1,0.105,0.15,0.158,0.308
Mark Lewis\lewisma01,546/D,71,163,19,44,2,21,7,12,0.27,0.322,0.411,0.733
Jim Leyritz\leyriji01,D/3279,65,115,5,24,2,12,0,14,0.209,0.305,0.27,0.575
Jim Leyritz\leyriji01,D/23,24,55,2,12,1,4,0,7,0.218,0.317,0.273,0.59
Jim Leyritz\leyriji01,/3729,41,60,3,12,1,8,0,7,0.2,0.294,0.267,0.561
Cory Lidle\lidleco01,1,1,2,0,0,0,0,0,0,0,0,0,0
Jon Lieber*\liebejo01,1,34,82,3,18,0,4,0,2,0.22,0.238,0.268,0.506
Mike Lieberthal\liebemi01,2,108,389,55,108,15,71,2,40,0.278,0.352,0.47,0.822
Jeff Liefer*\liefeje01,/93,5,11,0,2,0,0,0,0,0.182,0.182,0.182,0.364
Kerry Ligtenberg\ligteke01,1,56,0,0,0,0,0,0,0,,,,
Jose Lima\limajo01,1,32,60,6,10,0,2,0,1,0.167,0.18,0.2,0.38
Rod Lindsey\lindsro01,/879,11,3,6,1,0,0,2,0,0.333,0.5,0.667,1.167
Scott Linebrink\linebsc01,1,11,1,0,1,0,0,0,0,1,1,1,2
Scott Linebrink\linebsc01,/1,3,0,0,0,0,0,0,0,,,,
Scott Linebrink\linebsc01,/1,8,1,0,1,0,0,0,0,1,1,1,2
Cole Liniak\liniaco01,,3,3,0,0,0,0,0,0,0,0,0,0
Felipe Lira\lirafe01,1,50,19,3,4,2,3,0,0,0.211,0.2,0.526,0.726
Paul Lo Duca\loducpa01,2/795,34,65,6,16,2,8,0,6,0.246,0.301,0.369,0.671
Esteban Loaiza\loaizes01,1,2,3,0,0,0,0,0,0,0,0,0,0
Esteban Loaiza\loaizes01,1,2,3,0,0,0,0,0,0,0,0,0,0
Keith Lockhart*\lockhke01,45,113,275,32,73,2,32,4,29,0.265,0.331,0.353,0.684
Kenny Lofton*\loftoke01,*8/D,137,543,107,151,15,73,30,79,0.278,0.369,0.422,0.791
Rich Loiselle\loiseri01,1,38,0,0,0,0,0,0,0,,,,
George Lombard*\lombage01,42985,27,39,8,4,0,2,4,1,0.103,0.146,0.103,0.249
Terrence Long*\longte01,*8,138,584,104,168,18,80,5,43,0.288,0.336,0.452,0.788
Braden Looper\loopebr01,1,71,2,0,0,0,0,0,0,0,0,0,0
Albie Lopez\lopezal02,1,3,6,0,0,0,0,0,0,0,0,0,0
Javy Lopez\lopezja01,*2,134,481,60,138,24,89,0,35,0.287,0.337,0.484,0.822
Luis Lopez#\lopezlu02,64/5,78,201,24,53,6,27,1,9,0.264,0.309,0.423,0.732
Mendy Lopez\lopezme01,,4,3,0,0,0,0,0,1,0,0.25,0,0.25
Rodrigo Lopez\lopezro02,/1,5,9,1,1,0,0,0,0,0.111,0.111,0.111,0.222
Mark Loretta\loretma01,42890,91,352,49,99,7,40,0,37,0.281,0.35,0.406,0.757
Andrew Lorraine*\lorraan01,1,10,8,2,1,0,0,0,1,0.125,0.222,0.125,0.347
Andrew Lorraine*\lorraan01,/1,8,8,2,1,0,0,0,1,0.125,0.222,0.125,0.347
Andrew Lorraine*\lorraan01,1,2,0,0,0,0,0,0,0,,,,
Derek Lowe\lowede01,1,8,1,0,0,0,0,0,0,0,0,0,0
Sean Lowe\lowese01,1,4,0,0,0,0,0,0,0,,,,
Mike Lowell\lowelmi01,*5,140,508,73,137,22,91,4,54,0.27,0.344,0.474,0.818
Terrell Lowery\lowerte01,7/9D,24,34,13,15,1,5,1,7,0.441,0.548,0.647,1.195
Larry Luebbers\luebbla01,1,13,0,0,0,0,1,0,0,,0,,
Julio Lugo\lugoju01,64/798,116,420,78,119,10,40,22,37,0.283,0.346,0.431,0.777
Fernando Lunar\lunarfe01,2,31,70,5,12,0,6,0,3,0.171,0.247,0.186,0.432
Fernando Lunar\lunarfe01,2,22,54,5,10,0,5,0,3,0.185,0.267,0.204,0.47
Fernando Lunar\lunarfe01,/2,9,16,0,2,0,1,0,0,0.125,0.176,0.125,0.301
Keith Luuloa\luuloke01,/64,6,18,3,6,0,0,0,1,0.333,0.368,0.333,0.702
John Mabry*\mabryjo01,95/73D1,95,226,35,53,8,32,0,15,0.235,0.287,0.398,0.685
John Mabry*\mabryjo01,59/7D31,47,103,18,25,1,7,0,10,0.243,0.322,0.32,0.642
John Mabry*\mabryjo01,13759,48,123,17,28,7,25,0,5,0.228,0.256,0.463,0.719
Robert Machado\macharo01,/2,8,14,2,3,1,1,0,1,0.214,0.267,0.429,0.695
Jose Macias#\maciajo01,45/98D6,73,173,25,44,2,24,2,18,0.254,0.328,0.364,0.692
Greg Maddux\maddugr01,1,33,80,2,15,0,5,0,2,0.188,0.217,0.238,0.454
Mike Maddux*\maddumi01,1,21,2,0,0,0,0,0,0,0,0,0,0
Dave Magadan*\magadda01,5/3D6,95,132,13,36,2,21,0,32,0.273,0.41,0.371,0.781
Wendell Magee\mageewe01,97/8D,91,186,31,51,7,31,1,10,0.274,0.31,0.43,0.74
Mike Magnante*\magnami01,1,4,1,0,0,0,0,0,0,0,0,0,0
Ron Mahay*\mahayro01,1/D,16,4,0,2,0,0,0,0,0.5,0.5,0.75,1.25
Ron Mahay*\mahayro01,/1D,1,0,0,0,0,0,0,0,,,,
Ron Mahay*\mahayro01,1,15,4,0,2,0,0,0,0,0.5,0.5,0.75,1.25
Pat Mahomes\mahompa01,1,49,17,1,4,0,1,0,1,0.235,0.278,0.294,0.572
Mike Mahoney\mahonmi02,/2,4,7,1,2,0,1,0,1,0.286,0.444,0.429,0.873
Oswaldo Mairena*\maireos01,/1,2,0,0,0,0,0,0,0,,,,
Jim Mann\mannji01,/1,2,0,0,0,0,0,0,0,,,,
Matt Mantei\mantema01,1,44,0,0,0,0,0,0,0,,,,
Jeff Manto\mantoje01,/35,7,5,2,4,1,4,0,2,0.8,0.857,1.8,2.657
Josias Manzanillo\manzajo01,1,42,3,0,0,0,0,0,0,0,0,0,0
Jason Marquis*\marquja01,1,13,2,0,0,0,0,0,0,0,0,0,0
Eli Marrero\marreel01,42769,53,102,21,23,5,17,5,9,0.225,0.302,0.422,0.723
Al Martin*\martial03,*7/98D,135,480,81,137,15,36,10,36,0.285,0.338,0.452,0.791
Al Martin*\martial03,7,93,346,62,106,11,27,6,28,0.306,0.36,0.474,0.834
Al Martin*\martial03,7/98D,42,134,19,31,4,9,4,8,0.231,0.283,0.396,0.678
Tom Martin*\martito02,1,3,0,0,0,0,0,0,0,,,,
Dave Martinez*\martida01,*93/78,132,457,60,125,5,47,8,50,0.274,0.346,0.37,0.716
Dave Martinez*\martida01,*9/3,114,403,55,115,5,46,7,48,0.285,0.362,0.387,0.749
Dave Martinez*\martida01,9,29,104,12,27,1,12,1,10,0.26,0.319,0.365,0.684
Dave Martinez*\martida01,/378,18,54,5,10,0,1,1,2,0.185,0.214,0.241,0.455
Dave Martinez*\martida01,42981,38,119,14,32,2,12,2,14,0.269,0.351,0.37,0.72
Dave Martinez*\martida01,9,47,180,29,56,2,22,4,24,0.311,0.393,0.411,0.804
Edgar Martinez\martied01,*D/3,153,556,100,180,37,145,3,96,0.324,0.423,0.579,1.002
Felix Martinez#\martife01,6,106,299,42,64,2,17,9,32,0.214,0.305,0.298,0.603
Ramon Martinez*\martira02,1,2,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4
Ramon Martinez\martira03,64/35,88,189,30,57,6,25,3,15,0.302,0.354,0.487,0.841
Sandy Martinez*\martisa01,/2,10,18,1,4,0,0,0,0,0.222,0.222,0.333,0.556
Tino Martinez*\martiti02,*3,155,569,69,147,16,91,4,52,0.258,0.328,0.422,0.749
Onan Masaoka\masaoon01,1,28,0,0,0,0,0,0,0,,,,
Ruben Mateo\mateoru01,8,52,206,32,60,7,19,6,10,0.291,0.339,0.447,0.786
Mike Matheny\mathemi01,*2/3,128,417,43,109,6,47,0,32,0.261,0.317,0.362,0.679
T.J. Mathews\mathet.01,1,4,0,0,0,0,0,0,1,,1,,
Luis Matos\matoslu01,89/D7,72,182,21,41,1,17,13,12,0.225,0.281,0.308,0.589
Gary Matthews#\matthga02,78/9,80,158,24,30,4,14,3,15,0.19,0.264,0.297,0.562
Mike Matthews*\matthmi01,1,12,0,0,0,0,0,0,0,,,,
Dave Maurer\maureda01,1,14,0,0,0,0,0,0,0,,,,
Jason Maxwell\maxweja01,45/D689,64,111,14,27,1,11,2,9,0.243,0.298,0.324,0.623
Brent Mayne*\maynebr01,42767,117,335,36,101,6,64,1,47,0.301,0.381,0.418,0.799
Joe Mays#\maysjo01,1,3,5,1,2,0,0,0,0,0.4,0.4,0.6,1
Dave McCarty\mccarda01,3/D79,103,270,34,75,12,53,0,22,0.278,0.329,0.478,0.807
Quinton McCracken#\mccraqu01,/78,15,31,5,4,0,2,0,6,0.129,0.27,0.129,0.399
Allen McDill*\mcdilal01,1,1,0,0,0,0,0,0,0,,,,
Jason McDonald#\mcdonja02,97/8D,38,94,15,22,3,13,4,17,0.234,0.357,0.383,0.74
John McDonald\mcdonjo03,/64,9,9,0,4,0,0,0,0,0.444,0.444,0.444,0.889
Keith McDonald\mcdonke01,/2,6,7,3,3,3,5,0,2,0.429,0.556,1.714,2.27
Chuck McElroy*\mcelrch01,1,3,0,0,0,0,0,0,0,,,,
Joe McEwing\mcewijo01,7548/96,87,153,20,34,2,19,3,5,0.222,0.248,0.366,0.614
Kevin McGlinchy\mcglike01,1,10,0,0,0,0,0,0,0,,,,
Fred McGriff*\mcgrifr01,*3D,158,566,82,157,27,106,2,91,0.277,0.373,0.452,0.826
Ryan McGuire*\mcguiry01,/9,1,2,0,0,0,0,0,1,0,0.333,0,0.333
Mark McGwire\mcgwima01,3,89,236,60,72,32,73,1,76,0.305,0.483,0.746,1.229
Tony McKnight\mcknito01,/1,6,13,1,0,0,0,0,0,0,0,0,0
Mark McLemore#\mclemma01,*47/8,138,481,72,118,3,46,30,81,0.245,0.353,0.316,0.669
Greg McMichael\mcmicgr01,1,15,0,0,0,0,0,0,0,,,,
Billy McMillon*\mcmilbi01,D9/7,46,123,20,37,4,24,1,19,0.301,0.388,0.472,0.859
Rusty Meacham\meachru01,/1,5,0,0,0,0,0,0,0,,,,
Brian Meadows\meadobr01,1,21,40,2,6,0,2,0,0,0.15,0.15,0.15,0.3
Brian Meadows\meadobr01,1,21,40,2,6,0,2,0,0,0.15,0.15,0.15,0.3
Pat Meares\mearepa01,*6,132,462,55,111,13,47,1,36,0.24,0.305,0.381,0.685
Jim Mecir#\mecirji01,1,5,0,0,0,0,0,0,0,,,,
Jim Mecir#\mecirji01,1,5,0,0,0,0,0,0,0,,,,
Adam Melhuse#\melhuad01,/329,24,24,3,4,0,4,0,3,0.167,0.259,0.25,0.509
Adam Melhuse#\melhuad01,,1,1,0,0,0,0,0,0,0,0,0,0
Adam Melhuse#\melhuad01,/329,23,23,3,4,0,4,0,3,0.174,0.269,0.261,0.53
Juan Melo#\meloju01,/4,11,13,0,1,0,1,0,0,0.077,0.077,0.077,0.154
Mitch Meluskey#\melusmi01,42771,117,337,47,101,14,69,1,55,0.3,0.401,0.487,0.888
Carlos Mendoza*\mendoca01,/7,13,10,0,1,0,0,0,1,0.1,0.182,0.1,0.282
Frank Menechino\menecfr01,4/65D1,66,145,31,37,6,26,1,20,0.255,0.345,0.455,0.8
Hector Mercado*\mercahe01,1,12,1,0,0,0,0,0,0,0,0,0,0
Jose Mercedes\mercejo02,1,4,1,0,0,0,0,0,0,0,0,0,0
Lou Merloni\merlolo01,5,40,128,10,41,0,18,1,4,0.32,0.341,0.438,0.778
Jose Mesa\mesajo01,1,4,0,0,0,0,0,0,0,,,,
Mike Metcalfe\metcami01,/748,4,12,0,1,0,0,0,1,0.083,0.154,0.083,0.237
Chad Meyers\meyerch02,/45,36,52,8,9,0,5,1,3,0.173,0.228,0.212,0.44
Dan Miceli\micelda01,1,45,0,0,0,0,0,0,0,,,,
Doug Mientkiewicz*\mientdo01,/3,3,14,0,6,0,4,0,0,0.429,0.4,0.429,0.829
Matt Mieske\mieskma01,42925,73,89,10,16,2,7,0,8,0.18,0.253,0.303,0.556
Matt Mieske\mieskma01,42925,62,81,7,14,1,5,0,7,0.173,0.247,0.272,0.519
Matt Mieske\mieskma01,/9,11,8,3,2,1,2,0,1,0.25,0.3,0.625,0.925
Kevin Millar\millake01,375/D9,123,259,36,67,14,42,0,36,0.259,0.364,0.498,0.862
Damian Miller\milleda02,42769,100,324,43,89,10,44,2,36,0.275,0.347,0.441,0.788
Travis Miller\milletr01,1,5,0,0,0,0,0,0,0,,,,
Trever Miller\milletr02,1,15,0,0,0,0,0,0,0,,,,
Trever Miller\milletr02,1,14,0,0,0,0,0,0,0,,,,
Trever Miller\milletr02,/1,1,0,0,0,0,0,0,0,,,,
Wade Miller\millewa04,1,15,40,1,4,0,3,0,0,0.1,0.1,0.125,0.225
Alan Mills\millsal01,1,19,3,0,0,0,1,0,1,0,0.25,0,0.25
Alan Mills\millsal01,1,17,3,0,0,0,1,0,1,0,0.25,0,0.25
Alan Mills\millsal01,1,2,0,0,0,0,0,0,0,,,,
Kevin Millwood\millwke01,1,34,59,1,7,0,2,0,2,0.119,0.148,0.153,0.3
Eric Milton*\miltoer01,1,2,2,0,0,0,0,0,0,0,0,0,0
Damon Minor*\minorda01,/3,10,9,3,4,3,6,0,2,0.444,0.545,1.444,1.99
Ryan Minor\minorry01,42858,32,84,4,11,0,3,0,3,0.131,0.17,0.143,0.313
Doug Mirabelli\mirabdo01,2,82,230,23,53,6,28,1,36,0.23,0.337,0.37,0.707
Dave Mlicki\mlickda01,1,2,2,0,0,0,0,0,0,0,0,0,0
Brian Moehler\moehlbr01,1,2,4,0,0,0,0,0,0,0,0,0,0
Chad Moeller\moellch01,2,48,128,13,27,1,9,1,9,0.211,0.261,0.273,0.534
Mike Mohler\mohlemi01,1,22,1,0,1,0,0,0,0,1,1,1,2
Mike Mohler\mohlemi01,1,22,1,0,1,0,0,0,0,1,1,1,2
Bengie Molina\molinbe01,*2/D,130,473,59,133,14,71,1,23,0.281,0.318,0.421,0.739
Gabe Molina\molinga01,1,3,0,0,0,0,0,0,0,,,,
Gabe Molina\molinga01,/1,1,0,0,0,0,0,0,0,,,,
Gabe Molina\molinga01,/1,2,0,0,0,0,0,0,0,,,,
Raul Mondesi\mondera01,9,96,388,78,105,24,67,22,32,0.271,0.329,0.523,0.852
Steve Montgomery\montgst01,/1,6,0,0,0,0,0,0,0,,,,
Trey Moore*\mooretr01,/1,8,8,0,1,0,0,0,1,0.125,0.222,0.125,0.347
Melvin Mora\morame01,687/459,132,414,60,114,8,47,12,35,0.275,0.337,0.411,0.748
Melvin Mora\morame01,687/459,79,215,35,56,6,30,7,18,0.26,0.317,0.423,0.74
Melvin Mora\morame01,42890,53,199,25,58,2,17,5,17,0.291,0.359,0.397,0.756
David Moraga*\moragda01,/1,3,0,0,0,0,0,0,0,,,,
David Moraga*\moragda01,/1,2,0,0,0,0,0,0,0,,,,
David Moraga*\moragda01,/1,1,0,0,0,0,0,0,0,,,,
Willie Morales\moralwi01,/2,3,11,1,3,0,0,0,0,0.273,0.273,0.364,0.636
Mickey Morandini*\moranmi01,*4,126,409,41,105,0,29,6,36,0.257,0.322,0.313,0.635
Mickey Morandini*\moranmi01,4,91,302,31,76,0,22,5,29,0.252,0.324,0.315,0.639
Mickey Morandini*\moranmi01,4,35,107,10,29,0,7,1,7,0.271,0.316,0.308,0.624
Mike Mordecai\mordemi01,56/43,86,169,20,48,4,16,2,12,0.284,0.335,0.45,0.785
Mike Morgan\morgami01,1,59,16,0,7,0,1,0,0,0.438,0.438,0.438,0.875
Hal Morris*\morriha02,3/D79,99,169,24,47,3,14,0,31,0.278,0.391,0.396,0.788
Hal Morris*\morriha02,3/D9,59,63,9,14,2,6,0,12,0.222,0.351,0.381,0.732
Hal Morris*\morriha02,42801,40,106,15,33,1,8,0,19,0.311,0.416,0.406,0.822
Matt Morris\morrima01,1,30,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Warren Morris*\morriwa02,*4,144,528,68,137,3,43,7,65,0.259,0.341,0.343,0.684
Guillermo Mota\motagu01,1,28,1,0,0,0,0,0,0,0,0,0,0
Chad Mottola\mottoch01,/9,3,9,1,2,0,2,0,0,0.222,0.3,0.222,0.522
James Mouton\moutoja01,87/9,87,159,28,37,2,17,13,30,0.233,0.363,0.327,0.69
Lyle Mouton\moutoly01,35977,42,97,14,27,2,16,1,10,0.278,0.349,0.433,0.782
Jamie Moyer*\moyerja01,1,1,2,0,0,0,0,0,0,0,0,0,0
Bill Mueller#\muellbi02,*5/4,153,560,97,150,10,55,4,52,0.268,0.333,0.388,0.721
Mark Mulder*\muldema01,1,2,4,0,0,0,0,0,0,0,0,0,0
Terry Mulholland\mulhote01,1,52,36,3,9,0,4,0,0,0.25,0.25,0.333,0.583
Peter Munro\munrope01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Eric Munson*\munsoer01,/3,3,5,0,0,0,1,0,0,0,0,0,0
Calvin Murray\murraca01,42954,108,194,35,47,2,22,9,29,0.242,0.348,0.345,0.693
Mike Mussina*\mussimi01,1,2,6,0,0,0,0,0,0,0,0,0,0
Greg Myers*\myersgr01,2/D,43,125,9,28,3,12,0,8,0.224,0.271,0.344,0.615
Mike Myers*\myersmi01,1,77,0,0,0,0,0,0,0,,,,
Rodney Myers\myersro01,/1,3,0,0,0,0,0,0,0,,,,
Xavier Nady\nadyxa01,,1,1,1,1,0,0,0,0,1,1,1,2
Joe Nathan\nathajo01,1,19,32,3,5,2,3,0,1,0.156,0.176,0.406,0.583
Joey Nation*\natiojo01,/1,2,4,0,2,0,0,0,0,0.5,0.5,0.5,1
Jaime Navarro\navarja01,1,5,5,0,0,0,0,0,0,0,0,0,0
